job_id,skill_abr,skill_name
3693584750,RSCH,Research
3693584750,ANLS,Analytics
3693584750,IT,Information Technology
3693584752,ENG,Engineering
3693584752,IT,Information Technology
3693584754,ENG,Engineering
3693584758,DSGN,Design
3693584758,ART,Arts
3693584758,IT,Information Technology
3693584762,PRDM,Product Management
3693584769,IT,Information Technology
3693584771,SALE,Sales
3693584773,SALE,Sales
3693584775,SALE,Sales
3693584776,IT,Information Technology
3693584776,OTHR,Other
3693584776,BD,Business Development
3693584777,SALE,Sales
3693584783,PRJM,Project Management
3693584783,IT,Information Technology
3693584786,FIN,Finance
3693584786,SALE,Sales
3693584793,SALE,Sales
3693584794,SALE,Sales
3693584795,SALE,Sales
3693584798,FIN,Finance
3693584798,SALE,Sales
3693584802,ENG,Engineering
3693584802,CNSL,Consulting
3693584802,DSGN,Design
3693584825,ENG,Engineering
3693584825,IT,Information Technology
3693584836,IT,Information Technology
3693584836,FIN,Finance
3693584839,CNSL,Consulting
3693584839,IT,Information Technology
3693584839,SALE,Sales
3693584842,IT,Information Technology
3693584846,HR,Human Resources
3693584846,CNSL,Consulting
3693584846,CUST,Customer Service
3693584851,PROD,Product Management
3693584851,ART,Arts
3693584851,WRT,Writing
3693584867,IT,Information Technology
3693584868,LGL,Legal
3693584874,IT,Information Technology
3693584884,MRKT,Marketing
3693584884,SALE,Sales
3693584894,FIN,Finance
3693584894,SALE,Sales
3693584895,ENG,Engineering
3693584895,IT,Information Technology
3693584897,FIN,Finance
3693584897,SALE,Sales
3693584901,IT,Information Technology
3693584902,ACCT,Accounting
3693584902,FIN,Finance
3693584903,SALE,Sales
3693584903,BD,Business Development
3693584904,HCPR,Healthcare
3693584906,OTHR,Other
3693584907,QA,Quality Assurance
3693584913,PRJM,Project Management
3693584913,IT,Information Technology
3693584918,SALE,Sales
3693584918,BD,Business Development
3693584921,FIN,Finance
3693584921,SALE,Sales
3693584923,SALE,Sales
3693584923,BD,Business Development
3693584928,IT,Information Technology
3693584935,IT,Information Technology
3693584936,SALE,Sales
3693584938,MGMT,Management
3693584938,MNFC,Manufacturing
3693584939,OTHR,Other
3693584956,HCPR,Healthcare
3693584971,MGMT,Management
3693584971,PRDM,Product Management
3693584971,CUST,Customer Service
3693584986,IT,Information Technology
3693584991,PRCH,Procurement
3693585393,MGMT,Management
3693585393,MNFC,Manufacturing
3693585403,SALE,Sales
3693585403,BD,Business Development
3693585405,IT,Information Technology
3693585411,SALE,Sales
3693585411,BD,Business Development
3693585412,ENG,Engineering
3693585412,IT,Information Technology
3693585414,MRKT,Marketing
3693585414,SALE,Sales
3693585415,SALE,Sales
3693585415,BD,Business Development
3693585416,SALE,Sales
3693585416,BD,Business Development
3693585417,SALE,Sales
